text,star_rating,helpful,id
"I cannot believe I didn't get the results that a lot of people is getting with this product. I already finished half a bottle and I don't see any improvement in my hair. I even left it once for a night, and the least I left it is 40 minutes, even 3 hours. Very disappointed. I dyed my hair cause I am looking to go gray, slowly, but my hair is very very frizzy, after bleaching and dying it, this product did not help at all. Very expensive and it does not work.",2,One,B00SNM5US4
"Love the product and line! Keeps hair healthy, strong and glowing! Also helps hair look and become fuller. Less frizz as well. Hair stays looking good and silky smooth with a refreshing smell all day! Worth the money! And you don’t need to use a lot! A little goes a long ways",5,0,B00SNM5US4
"This product has helped so much with the frizziness caused by bleaching my hair. I have been using it about once a week (have used it three times total) and already see a vast difference. I also let my mom try it since she has some frizz due to dryness. After just one application, I can see that her hair has gotten smoother toward the ends. Four applications only used up about a quarter of the bottle (though both of us have fine hair), so I feel it is a good value. Very impressed.",5,0,B00SNM5US4
Where would we all be when you need to do a deep condition on your damaged hair. We all know about Olaplex so there is little to say except it works. Those wild chemist guys in their garage help womankind and helped saved us all from bad hair stylist. Thank you Olaplex.,5,0,B00SNM5US4
"I have used this product for 1.5yrs and I can honestly say it saved my hair! This product restores my damaged hair due to chemical and heat use. I use it 1 to 2 times a week and it keeps my hair soft, intact and strong.",5,One,B00SNM5US4
"this was recommended by a friend and I highly recommend it. If you need a product that helps your hair get softer quickly use this. I left it on over night for the first use. My hair was very dry and damaged. It is softer after 1 use. My hair is long, thick, and old....",5,0,B00SNM5US4
"Nothing works to restore the integrity of bleached or highlighted hair like this product... nothing. I keep a bottle in the shower and use a small amount on just the ends in between weekly treatments. If you're going to keep blonde highlighted hair, make this investment to keep your hair from breaking or becoming rough and brittle from processing. In just one treatment, you'll be a fan.",5,One,B00SNM5US4
"I was hesitant to try this because of the price, and mixed reviews, but is it definitely with it! I’ve tried countless products to moisturize my highlighted hair and this is the first that actually works. I apply it 2 times a week for 20 minutes before showering. My hair is softer without being weighed down. It is applied to dampened hair so you don’t need a lot of product.",5,0,B00SNM5US4
"If you have hair, you need this product. Well worth the money!",5,One,B00SNM5US4
"I don't see how anyone could say this is a bad product. It keeps my bleached blonde hair in good health. My hair is always better after using this treatment.
Try this once and you will see a difference.",5,0,B00SNM5US4
I didn’t see any improvement with using the 'Olaplex Hair Perfector for a full month.,1,One,B00SNM5US4
"i have been using this product for months and it has made no difference in my hair yet people swear by olaplex so i assumed i may have gotten a diluted version. Last week, I used my sister's olaplex bottle that came directly from the olaplex website. COMPLETELY different results. worth having to wait for shipping to get it on the actual website. Very disappointed.",1,4,B00SNM5US4
"This product is amazing!! I bought it after doing an at home color lift which was sucessful, but totally fried my hair. My blonde hair was very brittle, damaged, dry and felt like straw.
I used this product ONCE and immediately noticed a difference in the way my hair feels. The only way this product could be any better is if it had a floweral smell to it, but truth be told I don't care since it works so well!!",5,0,B00SNM5US4
This is the best hair product I have ever used. I had a severe hair fall and I was able to see a visible difference after the first use. I love this amazing product and will continue to buy this. Wish I had come across this earlier.,5,0,B00SNM5US4
This stuff smells SOOOOO good. I've used it a couple times now and each time I use it my hair looks so much healthier. I'm trying to fix my dry heat damaged hair and I cant wait to keep using this product.,5,0,B00SNM5US4
"Olaplex saved my hair , have baby fine hair and was damaged by a hairstylist who had no clue how to do highlights and she literally damaged my hair to the point was breaking but thanks to olaplex my hair is in good shape!",5,0,B00SNM5US4
I wanted to get the bigger bottle but it costed $56😐. If you’re thinking the same way as me and are trying to get something cheaper then this would be perfect for u since it does last quite a while even though it’s so small.,5,0,B00SNM5US4
"This stuff is the best!
I have had quite the journey this year trying to get rid of the balayage that was left in my hair. I wanted my hair back to it’s original ash blonde and trying to do that by myself was highly damaging. I got olaplex to help repair my hair and omg it worked magic. I judt had a consultation with a hair stylist to get my hair back to ash blonde by a professional. During the consultation she kept telling me my hair was beautiful for what it had gone through, she couldnt stop runningher hands through my hair. Definitely would purchase this again!",5,0,B00SNM5US4
"El producto es perfecto me encanta pero no le pondré 5 estrellas porque el producto llego muy golpeado, necesitan mejorar eso. Lo bueno es que no se abrió o perdió producto. Pero en si el producto es muy bueno y repara mucho el pelo",4,0,B00SNM5US4
"If your hair needs moisture you need this product. Save money at the salon as this is very easy to do yourself at a fraction of the salon cost! Great product, you will love the results and no strong scent!",5,0,B00SNM5US4
"This helps my damaged hair a lot, I bleached it many times and I use this treatment to help with breakage.",5,One,B00SNM5US4
I bought this along with the other products that it recommends and I was highly impressed with the way it made my hair feel. My hair is beyond damaged but it still made it feel soft and smooth and shiny I just wish it didn’t cost so much,5,0,B00SNM5US4
This is the real product! Other people claim that it is fake mine was not! I love olaplex i have been platinum for 3 years and it takes alot out of your hair this will save it ...... Im not a professional i do go to the salon and get my hair done. So if your hair is totally fried i still would try this! Best of luck,5,0,B00SNM5US4
I use this weekly to give my natural curls the moisture they crave.,5,One,B00SNM5US4
After using a non-lye hair straightener my hair felt like straw. One small amount of Olaplex (just a little over the size of a quarter... I have THICK hair) brought my hair's softness back. My hair feels normal again!,5,0,B00SNM5US4
"Love this stuff ! I got it when I started curly girl method it def works in helping revive the health of my hair , a little goes a long way . I know it’s kind of expensive for a small bottle but I can get at least 6/7 uses out of it and I have pretty thick hair.",5,0,B00SNM5US4
"Fantastic for damaged hair. Coat hair, wrap with plastic wrap and sit under heat for 30 min. Or I sleep with it on. The cost is the only drawback. I have bleached hair on the top and it has really helped strengthen my otherwise breaking hair.",5,0,B00SNM5US4
"Did not see any results on my hair, Expensive too. Would not buy again.",2,2,B00SNM5US4
"Purchased Olaplex #3 #4 #5 and #6 together and it completely saved my hair from extensive over processing...highly recommend❤️
I’m not sure why Amazon asked to rate this product for drying power...that doesn’t apply...Product doesn’t dry your hair at all.",5,0,B00SNM5US4
I have damaged hair from both years of processing and my age. This treatment left my hair smooth shiney and it fabulous shape . It's worth the money. Definitely leave it on more than 10 min. It's magic!,5,0,B00SNM5US4
"I have natural curly afroam hair (type 4abc) I get about 4-5 uses from this tiny bottle. Cant lie the somewhat high price hurts but the stuff works. Hair is lightened honey color, began breaking SO MUCH. Got #1&2 done @ salon & I purchased #3 to use between visits. I use twice/month & salon visits every 3ish months. Definitely noticed a difference within 1st month.",5,0,B00SNM5US4
The product is not the big thing. If your hair is very damaged wont do anything. Just get a keratine or ph bonder. This jar doesnt last anything and on top it trully doesn't change that much. I could’ve achieved the same results with any hair mask. Works but not amazing defenetly not worth the prize tho.,3,0,B00SNM5US4
I bought the Hairgenics Pronexa previous to the Oplex 1 and 3. Pronexa is 1/3 the costs and worked way better to repair my hair. Use a heat cap for any of them and results are a heck of a lot better.,5,0,B00SNM5US4
"I absolutely love this product! I have long hair, with some damage from coloring, and within one application I noticed considerable change to the texture of my hair. Definitely will continue to use!",5,0,B00SNM5US4
This stuff works great! Bottle is tiny but worth it.,5,One,B00SNM5US4
"This product is great for your hair, especially if you color it. My hair stylist even noticed the change.",5,One,B00SNM5US4
Wow! This stuff is amazing! Every one saying it’s not real oilplex is crazy this has worked wonders on my hair! I’ve seen less breakage Almost there immediately my hair is very poofy very frizzy and now it’s always so silky and manageable!,5,0,B00SNM5US4
This is the first treatment product outside of a salon that makes my hair feel “whole” I color but do not use heat on my hair and it helped with all the damage from coloring over the years. Worth the cost!,5,0,B00SNM5US4
Just received and used this product for the first time ever and I’m happy with how my recently bleached and processed hair turned out. Can’t wait to see what my hair looks like after a month of use!,4,0,B00SNM5US4
This product is amazing! My hair was so dry and unmanageable I couldn't even run my fingers through my hair anymore. The pictures are after just one use. I left the treatment on for four hours and then blow-dried my hair like normal and the difference is crazy! I can run my fingers through my hair again. My ends are still dry but not nearly as bad. My next treatment I'm gonna leave in over night. Definitely worth the buy!! I used about half the bottle for the first treatment so it is a bit pricey. Let me just say you get what you pay for!,5,0,B00SNM5US4
"The product is amazing, but what they lacked on was the fact that it exploded in my carry-on luggage because it does not fasten tight enough for the cap. Compared to all my other bottles this was the least secure and it can be said for the other products as well.",3,0,B00SNM5US4
"I bleach my hair every 4 weeks and do vibrant colors underneath. The olaplex locks in the vibrant colors and helps keep the integrity of my hair. I’ve used it for 2 years now. I don’t think I would be able to keep my hair how I like it with out it. My hair is naturally curly, this product keeps my hair healthy & curly.",5,0,B00SNM5US4
Typical olaplex quality. I’ve only used this twice but I can tel my hair is softer and stronger already. I have naturally thick and course hair but I also use Madison Reed hair color so it’s dry.,5,0,B00SNM5US4
My beautician started using this in my hair when I started lightening my hair from black to blonde. This stuff is a lifesaver for colored hair. It puts it all back together again. I leave mine on for longer than 10mins sometimes overnight when my hair is really needing the nourishment. It’s the best stuff ever !,5,0,B00SNM5US4
"Maybe i had high expectations of it, I tried and honestly i didn't feel my hair any different. sad it didn't work :(",1,4,B00SNM5US4
"This isn’t meant to moisturize or dry. So no comment for that. I have tried the shampoo, conditioner and bond smoother as well. If nothing else, get the hair perfector 3. This is a staple for LIFE!!!",5,0,B00SNM5US4
I have heard so much about this product and had high hopes. My hair is very course and I was hoping this would help make it smoother and more soft. It has done nothing at all to change my hair.,2,0,B00SNM5US4
The olaex i got did not do the job it claimed to. It has made my hair more dry and brittle.. I thought it woul take a couple of months to show effect hence i waited to write the review... my hair has started falling more while shampooing and it has become so brittle as when i got chemical straightening done. I bought the whole series of olaplex. I feel its a pure rip off... what a waste of money,1,One,B00SNM5US4
Awesome product and less expensive on amazon then anywhere else. Leaves your hair very smooth!,5,One,B00SNM5US4
"After reading the reviews I was skeptical but after using this product, this is a must have product. My hair was severely damaged, over processed as I was relaxing and coloring my hair. I would just touch my hair and it was breaking off. After the first use my hair felt stronger and soft. No more brittleness. I will continue to use this product twice a week. My hair now has shine and just feels amazing. If I do decide to relax may hair, will definitely use this product.",5,0,B00SNM5US4
"So thankful I ordered this product, as I was planning to chop off about 4-5 inches of my hair to get rid of bleach/split end damage. What a difference one overnight application makes. My hair no longer feels like straw when I run my fingers through it. Important to know that this is neither shampoo or conditioner, and you should both shampoo and condition immediately after rinsing out. Also, the bottle says to leave on for a minimum of 10 minutes, but my hair was so damaged that I left it on all night under a shower cap while I slept. So happy with this purchase!",5,0,B00SNM5US4
"Well worth the price. I suffer from Hashimoto's and Rheumatoid Arthritis, both of which make your hair dry and fall out. That coupled with hair bleach and dye destroyed my hair. Instead of cutting it off, I bought the olaplex set,and, my hair is shiny and soft. I will never use anything else. If you are worried about the high price tag,don't. With this stuff,a little goes a long way and I promise you, it works.",5,0,B00SNM5US4
"Completely worth the money for anyone who chemically treats their hair. I went in the other day after using this once a week for 3 months and the man told me i had ""the healthiest hair he had ever seen""",5,One,B00SNM5US4
Don't notice any difference in my hair than just using regular cream rinse.,3,One,B00SNM5US4
I’ve used this product and I think it made my hair feel really nice. I left it in for an hour or maybe a little longer. Unfortunately the bottle I sent my mom was damaged and she lost a good percentage of the bottle into the shipping envelope. Needs to be better packaged when shipped separately,3,0,B00SNM5US4
Didn't do a bad job. Very soft hair. I just don't think this tiny bottle is worth this much as this is not a miracle product. I did notice that it did seem to lower porosity so that's good.,4,0,B00SNM5US4
Olaplex was amazing. My hair is color treated and my ends had gotten very dry and brittle. After the Olaplex treatment it made my hair so much softer and shinier And it really helped the ends of my hair. I used about 1/4 of the bottle to saturate my damp hair and left it on for 30 minutes for my first treatment. I used the remainder of the Olaplex for shorter treatments in the shower. My hairdresser introduced me to Olaplex. She was 100% right.,5,2,B00SNM5US4
This is a miracle in a bottle... Works better when you leave it for hours. Leaves your hair super soft,5,One,B00SNM5US4
My girlfriend ordered this because she wanted thicker hair that felt fuller after blow drying. This moisturizer is perfect for your hair. Tremendous way to build up your hair. We love it,5,0,B00SNM5US4
I've been using this for two weeks and can tell a huge difference in the texture of my hair. I damaged my hair by coloring it too much myself. This has really helped make it less frizzy.,5,0,B00SNM5US4
"Absolutely amazing! My hair is bleached twice then colored purple. it was a mess but after using this, my hair was back to normal, So much better than any other treatment. Only negative thing is the price and quantity. You get so little for loads of money... you can only use it about 5 times... but I'm going to keep use it, can't live with out it!",5,0,B00SNM5US4
It's fake !!!! No way is this authentic do not buy this,1,2,B00SNM5US4
"didn't do anything! If it needs multiple uses to get even the smallest results then a price reduction is in order immediately. don't waste your money, go get you some good ol blue magic",1,0,B00SNM5US4
"I have some Faith in this product, it took sometime for this product to work as I felt my hair was damaged by a trained professional leaving solution on my head while she squeezed another customer in on my time, my hair is fine but have a lot. I lift my roots and highlight every 6 months. Switched to Redken color products too !",5,0,B00SNM5US4
"I think it is over priced. I use it most of the time over night as my hairdresser recommended. It definitely doesn't condition, I do use it an hour at a time too. The broken spot in my hair hasn't changed in months.",3,0,B00SNM5US4
Amazing! Only used once so far! I’m hooked!,5,One,B00SNM5US4
"I really like this product. My hair was in trouble. To much bleach, heating products, and constant styling, and it was getting brittle, and breaking off. I got Olaplex ,and could tell it was working after first use. My hair felt softer, healthier, and had shine that it had lost. Very happy with this product.",5,One,B00SNM5US4
"I have long gray hair which is normally dry and looks like hay. I've never really used anything beyond just regular shampoo and conditioner. I left this product on for 15-20 minutes, washed it out, shampooed and applied my conditioner. Then worked in some Argan oil while hair was damp. I have to say, my hair has never been better. It is flaxen and looks very healthy even down to the scalp. Scalp even looks better. I love this stuff. Small bottle and expensive... but worth it.",5,0,B00SNM5US4
"This is absolutely the worst product I've used, EVER! Seriously. My damaged hair is SOOOOOO much worse!!!!",1,3,B00SNM5US4
"It definitely perfected my hair. The health and shine was immediately evident after one time of use, for 48 hours after the shower, my roommate commented on how it looked great and she didn’t know that I had used something.",5,0,B00SNM5US4
"I've ordered this a few times and up until the last order, I received the real product. This last order, however, the consistency was different and my hair did not feel as it usually does after I use this during my shower.

Beware.",1,One,B00SNM5US4
I ride a motorcycle 4 months out of the year plus I Bleach my hair regularly so you can imagine how broken and damaged my hair is. Without this product I would have to have very short hair. My hair is mid shoulder length and now that I have been using this product for the last three month my hair has never looked and felt so amazing... with that being said I use this as a LEAVE IN CONDITIONER and I can definitely tell a difference in the last month... its truly amazing!!!!,5,0,B00SNM5US4
"I can definitely tell a difference in frizz and shine after using this, I actually really like that it's something I can do before washing my hair because sometimes conditioning treatments weigh down my hair.",5,0,B00SNM5US4
"Didn’t work for me,Didn’t see much results",1,One,B00SNM5US4
I didn't notice this doing anything for my hair. I'm pretty disappointed considering the glowing reviews. I used once a week as directed for a month and eventually just quit trying it because of the hassle of leaving it on my wet hair for a long enough time. I know it's best to leave as long as possible but I don't have a sink to rinse my hair in and I don't want to get back in the shower 2 hours later. Very sad this was a flop for me,2,0,B00SNM5US4
Ive bought bottles of no 3 from sephora and directly from olaplex and those has a more creamy consistency that stays on damp hair without dripping unlike this bottle from amazon. 👎🏻👎🏻👎🏻,1,0,B00SNM5US4
"This is a hair mask, so you use it before you shampoo and condition. It smells fantastic and instantly made my hair softer and stronger with less breakage. My hair essentially drinks it, so there is little remaining when I go to shampoo and it doesn’t weigh down my fine hair. ❤️It.",5,0,B00SNM5US4
I have been using this every other week for some reason it dosent do no wonders on my damage bleach hair at all I haven't seen no difference or change at all . and this product is expensive it should of worked or helped my hair but it didn't never again buying this product,3,One,B00SNM5US4
"Improvement on the first use! I was about to cut my natural curly hair b/c of breakage due to hair coloring. Less frizz, less shedding, my curls looks and feels amazing. I came back to purchase the other products.",5,One,B00SNM5US4
"Unfortunately this product dried my hair so bad. I bought in the hopes of “restoring,” however it did the opposite for me. I have curly/coarse hair.",3,2,B00SNM5US4
I don’t understand why drying power was one of the categories I was asked to rate. This product is great for over dyed damaged hair. It’s a bit expensive but it really works for me.,5,0,B00SNM5US4
"I blow dry and either straighten or curl my hair 2-3x per week. This stuff has definitely done wonders to keep it from becoming a bag of straw. Smells good, makes my hair feel good.",5,0,B00SNM5US4
"My hair has improved so much since I've started using this. It is finally growing and looking healthy again, I love this product. I watch for sales because it is expensive, I have shoulder length hair and one bottle will do my hair 3 times easily.",5,0,B00SNM5US4
This product is good for damaged hair.,4,One,B00SNM5US4
"Magic hair elixir sounded too good to be true, and it was. I've used four times and while it's moisturizing it has not done anything to repair any damaged hair or help with frizz.",1,0,B00SNM5US4
"The Olaplex #3 may be expensive and onerous, but it works. I use it 2x per week with Olaplex #6 and have noticed my coarse, thick hair is softer and less frizzy. Highly recommended.",5,0,B00SNM5US4
This was a pandemic buy and rejuvenated my hair. Lovely,5,One,B00SNM5US4
"After month of using this once a week my long, thin, usually dry hair is as happy and damage free as when I last got it cut. My trick is sectioning hair into pigtails after combing out and wetting one side at a time under a running faucet, wringing/combing it out, and then generously coating that side of damp hair with the creme and securing into loose princess Leia buns. I leave it in for an hour, shower and viola, beautiful hair.",5,0,B00SNM5US4
It is honestly the best thing for my hair. I bleached my hair and damaged it pretty much. My daughter suggested to try the Olaplex and just by using it the first time my hair felt so soft.,5,0,B00SNM5US4
"This product is amazing. My hair is every damaged. It was so damaged, after I brushed my hair the ends would fall off all over the sink. I left it in for an hr and after it dried I brushed and straighten it with no hair falling out. It feels and looks so healthy after only one use. I loved the results so Much I just bought the shampoo and conditioner.",5,0,B00SNM5US4
"I bought this product for dry frizzy hair, and while it worked as far as leaving my hair softer, it wasn't anything special, especially for the price point I was expecting more. The scent is nice but you could find a less costly alternative I'm sure.",3,0,B00SNM5US4
My hair was pretty messed up from doing my hair by myself. My beautician recommended this product. I have using it for the last few months and I love it. My hair is soft and not so fried from a huge at home coloring mistake. Love it.,5,0,B00SNM5US4
Amazing product! My hair feels so silky just after using this and shampooing my hair. Which you don’t get with most shampoos without using conditioner. It really does help repair hair!! I absolutely love this product!!!,5,0,B00SNM5US4
Olaplex was referred to me by my stylist after years of bleaching my hair and the severe damage and dryness I had. It’s like liquid gold for your hair it instantly moisturizes your hair and it feels like Silk,5,0,B00SNM5US4
"Olaplex has saved my hair on many occasions! I mix it with my hair dye and apply it straight to my hair and find that it makes the dye last longer and strengthens, softens and repairs my hair from bleaching!",5,0,B00SNM5US4
"I read a lot of reviews and was skeptical of what this could do for my hair. I used the whole bottle in one sitting since I have such long hair and it felt really damaged from bleaching. I kept it in for over an hour and rinsed. I didn't notice anything immediately but the next few washes there was a significant difference, my hair felt stronger and softer. Will buy again. Deducted one star since the amount of product is so small, someone like me with long hair will go through a bottle in one use so that gets expensive!",4,0,B00SNM5US4
I love it! My hair has felt a lot better lately. I typically leave mine on for much longer than 10 minutes though.,5,One,B00SNM5US4
My hair was so damaged from coloring I thought I might have to cut it all off. Olaplex is awesome. I left it on for 1 hour.. just applied it like conditioner and wrapped my hair in a towel and waited.,5,0,B00SNM5US4
Purchased for my daughter with a hair net to help her curls. Did not realize how tiny the bottle was so definitely expensive for the size of bottle but overall I think it’s a good product.,5,0,B00SNM5US4
"OH my gosh my hair is so soft and silky I just love the way it feels & smells great too!

I stumbled across a YouTube video review about the sleeve and conditioner and had to purchase one right away.... BUT

I forgot that I had brought it up until now and oh my gosh why did I wait so long to use this in my hair !!!",5,0,B00SNM5US4
"I get the Olaplex treatment when I get my hair done at my salon. This is an amazing way to maintain that softness, shine, frizz control between trips to your salon for a great price. I was worried the bottle was so small, but it goes a LONG way! Now my hair looks like I just left the salon!!!",5,0,B00SNM5US4
"I wish I could’ve seen results or enjoyed this product like others. This has not improved the conditions of my hair that I recently bleached. My hair is now much dryer and more dead and tangled. I’ve tried switching shampoos and conditioners, including the amount of time I leave the bonder in my hair.",1,0,B00SNM5US4
"This treatment is very effective. This is the only Olaplex product I use, but it has made a dramatic difference to my long, color-treated hair. It's expensive, but it works.",5,0,B00SNM5US4
"I’ve been using Olaplex 3 after my shower every day for 2 months. I leave it in all day for maximum results. Unfortunately, I have noticed very little improvement 3 bottles of product later. It moisturizes well, but my hair is still falling out and breaking off at about the same rate as before.",3,0,B00SNM5US4
It definitely moisturizes your hair and it helps mend split ends. The container is super tiny and I have a lot of hair so I had to use it like once a week or once every 2 weeks. It doesn’t smell too great.,3,0,B00SNM5US4
"Loved it! Made my sad frizzy curls waaay more defined! I split the bottle with two friends so I can't vouch for the effectiveness of regular use, but there was absolutely a difference after 3 hours on my head. I will definitely be buying more.",5,One,B00SNM5US4
Love all the Olaplex line...my son in law is a stylist/color specialist...he directed me to this line. I have naturally curly white/silver hair and this makes it easy to manage and it looks beautiful!,5,0,B00SNM5US4
"I have been using this for the last 3 hair washings, I put it on after washing and do not rinse because my hair was super dry. It makes my hair way less frizzy and very soft.",5,0,B00SNM5US4
Awesome - leaves my hair silky smooth. What I usually do is I put it in the morning of the day I am going to wash my hair and put my hair up. By the time that I wash it out my hair is super silky. And all of this is from someone who is super cheap and was hesitant to spend the money - is worth it.,5,0,B00SNM5US4
"Wonderful product!! Makes mine and my daughters hair very soft. We use it once a week as we both have colored, heat treated hair. I want to make sure both our hair is healthy and strong and stays this way. We will continue to purchase this product",5,0,B00SNM5US4
"I use this with the Olaplex Shampoo and the results have been amazing. The shampoo and conditioner used together have repaired my colored and bleached hair with continued use, leaving it feeling and looking so healthy. It's pretty expensive but what great product isn't.",5,0,B00SNM5US4
I don’t care for the perfume scent but that’s just my personal thing. I love this stuff. I see immediate changes in my hair after I use it. I will be repurchasing and trying other items in the line as well,5,0,B00SNM5US4
I always appreciate getting a product that’s actually sealed !! I am on my second one now and so far I think it’s been a good product but my over all rating goes to the seller because for me it all starts with trusting the product is safe to use 😊😊,5,0,B00SNM5US4
I loooove this brand. I have been using no. 6 and it's life changing. I have been using no. 3 for about a week now. My hair definitely feels better. I wouldn't say that it has a moisturizing effect but I am finding that it helps clarify the hair and will help prevent breakage as it grows.,4,0,B00SNM5US4
"This is a miracle in a bottle! My hair is processed and therefore a little dry and damaged but this totally brought it back to life. I use it once a week and that seems to do the trick but I leave it on for an hour, covered in a shower cap",5,One,B00SNM5US4
"I bought no. 3 and no. 6 and I love it. I'm 54 and have been dying my hair every 4-6 weeks for 20 years, and Im in menopause so my hair was thinning. It really looks fantastic and feels so healthy now. Amazing product!",5,0,B00SNM5US4
"It’s not ever fake. Nobody can replicate a product like that/water it down and re-factory seal it. I will never buy my hair care products in a salon at a rip off price to be told stupid lies like that.
It works great-don’t expect a miracle-but my hair sure feels like one after a wash and at least ten mins of Olaplex 3.
Suck it, hair care monopolies!",5,0,B00SNM5US4
"Absolutely the best product I have ever used on my hair. I left it on towel dried hair for 20 minutes, rinsed, shampooed, conditioned, and blow dry styled.
I recently had very white blonde hair color put in and it was so dry and damaged after a few weeks. After one application of olaplex 3 my hair is soft, smooth, and looks straight out of the salon.
Buy it now.",5,0,B00SNM5US4
"I love using this on my very fragile, dry, damaged hair. I wash and condition my hair and towel dry. Then I put this on the ends of my hair. Leave it on as long as you can. Then I just rinse the ends. It has done wonders!",5,0,B00SNM5US4
This product is one you apply and leave on before shampooing. It has improved my hair’s health so much. I’m seeing new growth and fewer split ends. Highly recommend this product.,5,0,B00SNM5US4
"Bought this product for my wife and she loves it. Happy wife, what a great life. Thank you again. Definitely been recommending this item and I will be buying my wife more in the future without a doubt. Just wish the price was lower for a great amount of it.",5,0,B00SNM5US4
I have very fine hair and over bleached some stands around my face (to the point it felt and looked like dry brittle straw). I thought I was completely out of luck and there would be no reversing it but one treatment made a huge difference. I was hesitant with the price but it was well worth it.,5,0,B00SNM5US4
"Amazing difference after first use. My bleached hair looked visibly shinier, thicker, frizz was gone ...just totally healthier. Better than anything else I have tried.",5,0,B00SNM5US4
I'm a natural mid/brown brunette that went blonde with highlights. Olaplex keeps my hair in fantastic condition. I use it once a week. After my evening skin care routine I then focus on my hair. I use this once a week and sleep in it. It's a treatment not a conditioner so it's not greasy like a conditioner. It seals your hair and keeps it so healthy. I swear by it!,5,0,B00SNM5US4
"This product is not authentic. Smells completely different (bad) than one from Sephora and does not do anything to help your hair. I was wondering why this product that people rave about did not seem to do much for my hair, now I know why. You are better off ordering anywhere else!",1,0,B00SNM5US4
Amazing product. Great for your hair. This is not a knock off. This is the real deal. I don't think my hair would be half as long without this product. I am planning on buying more. This is the take home conditioner of a 3 part system. Don't know how it works alone but with the first 2 treatments done this is a hair savour.,5,2,B00SNM5US4
very small bottle,3,2,B00SNM5US4
"Love this product, it’s legit been the ONLY product that saved and revived my natural hair. When I went to get my hair recolored my hair stylist was shocked at how much healthier my hair was. I even use Olaplex on my hair extensions and they take the product so well..I completely ruined them from going in the ocean in Mexico and Olaplex completely renewed them and they look shiny and smooth as ever",5,0,B00SNM5US4
You put this product on wet hair and leave it in overnight and it makes your hair nice and silky. I bleached my hair like four times and this product made it feel healthy and shiny.,5,0,B00SNM5US4
Saved my hair and my butt from bleaching. Once my hair dries finally it does feel like the straw type which is the norm for my hair...,5,One,B00SNM5US4
So far I love this product. It is easy to use. Makes my hair feel soft/smooth. Pricey but worth it! Smells great too! This arrived quickly. It was packaged in an envelope but completely intact. Will purchase again!,5,0,B00SNM5US4
"This product works so well! I bleached my hair twice in a week and as you can imagine it was damaged. While bleached hair will never have the same texture as virgin hair my texture is pretty good after sleeping with this in my hair a few nights. As they tell you, it is NOT a conditioner and doesn't act like one, but it's great for intensive repair.",5,0,B00SNM5US4
I love this product. It makes my hair feel sooooo smooth. It’s defi worth the price for the 3.3 oz. I get about 5 uses out of it unless I use a little extra then maybe 4. Hair feels so smooth and nothing compared to what a regular conditioner makes your hair like. If you have damaged and bleached hair this is the product to use.,5,0,B00SNM5US4
"I do not know what voodoo magic this stuff is but it rocks. My daughters bleach damaged hair is soft and not an unholy knitted frizzy mess, even better it is not heavy or oily in anyway. This is the best thing I have ever bought for her hair. I am beyond words how amazing this product is.",5,0,B00SNM5US4
I had my hair biologed two weeks ago. It looked really pretty when it was first done but dried my hair out fast and it started breaking. I had heard great things about olaplex so I ordered it and I'm very happy I did. I received it yesterday and used it today. I kept it in for 45 min. This is a picture of my hair today after I used it and the other one was taken yesterday. I highly recommend it.,5,0,B00SNM5US4
"My hair was so damaged and frizzy from bleach and using a straightener. I purchased the Olaplex No.5 Bond Maintenance Conditioner along with Opalex No.3 Hair Perfector. After one time using both the difference is amazing! I thought I was going to have to cut my hair, but instead I'll just use this, and stop using the hair straightener. My hair is very soft and looks so much better and healthier.",5,0,B00SNM5US4
This is not real olaplex. I have used olaplex for years. I had waist length platinum hair up until I made the terrible decision to order “olaplex” from amazon. Please be cautious. Do not purchase this. My hair literally started breaking off above my ears. It will take years to get back to the health it was before this disaster. Please take my word for it and RUN,1,0,B00SNM5US4
I use this a lot because I tend to damage my hair often. The difference is immediately noticeable with breakage and softness. I actually tend to leave mine in overnight because my hair is thirsty! Smell great!,5,0,B00SNM5US4
I put this on damp hair with a plastic cap over it and then a stocking cap to sleep in. I did this twice a week for two weeks and it fixed my bleach and permed damaged hair.,5,2,B00SNM5US4
"Wow. My hair has not looked this good in years. I’m 5 months postpartum and have had that lovely postpartum hair loss for the past 2 months and my hair has been fragile. I put this stuff in my hair and left it overnight and wow. It’s that “just left the salon” look. My hair is still falling out...nothing will stop that, but the hair that I do have is much stronger, softer and thicker.

I hesitated for the longest time to buy it, because it is pricey. But it is worth every cent. I probably spent more on using other conditioners and treatments that don’t work than if I’d bought the product in the first place!",5,0,B00SNM5US4
"I buy Olaplex from Sephora usually, I decided to give this a try to save some a few bucks and get it quicker. The product I received is authentic and I love what this stuff does to my curly hair!",5,0,B00SNM5US4
It's Olaplex and the real Deal. This works great and I am very happy with my purchase.,5,One,B00SNM5US4
This did improve the condition of my hair ever so slightly. I got 3 uses out of it and can tell a small difference in my hair condition. For the price I expected more,4,0,B00SNM5US4
I will not buy this again. It did not work any where near as well as what my beautician applies and I did it the same way she does with the warm wrap and the heat.,3,0,B00SNM5US4
